Table S3. Phage taxonomy.				
Phage ID	E-value	Score	Taxonomy/LastCommonAncestor	
IMGVR_UViG_3300045154_000076|3300045154|Ga0485855_00261|3-59707	2.00E-30	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045155_000080|3300045155|Ga0485858_00238|1-59690	7.90E-51	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045157_000071|3300045157|Ga0485849_00180|90001-149705	4.70E-14	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045158_000095|3300045158|Ga0485851_00292|3-59707	1.50E-16	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045159_000088|3300045159|Ga0485852_00239|46484-106188	5.70E-16	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045160_000058|3300045160|Ga0485861_00399|6177-65875	6.40E-12	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045163_000045|3300045163|Ga0485864_00110|89973-150054	6.00E-29	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045164_000071|3300045164|Ga0485514_00016|3-59707	7.80E-54	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045165_000120|3300045165|Ga0485515_00021|719553-779257	3.10E-20	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045166_000117|3300045166|Ga0485516_00017|3-59707	3.30E-06	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045167_000067|3300045167|Ga0485517_00018|711590-771294	1.20E-19	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045168_000078|3300045168|Ga0485518_00018|3-59707	3.90E-07	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045169_000095|3300045169|Ga0485519_00013|3-59707	5.90E-06	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045170_000103|3300045170|Ga0485520_00019|707121-766825	8.00E-41	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045171_000080|3300045171|Ga0485523_00016|719553-779257	4.80E-29	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045172_000090|3300045172|Ga0485372_00272|3-60707	2.20E-44	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045173_000058|3300045173|Ga0485374_00129|3-59707	1.00E-41	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045174_000085|3300045174|Ga0485375_00259|46456-106160	1.80E-08	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045175_000096|3300045175|Ga0485376_00266|46054-105758	5.40E-08	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045176_000088|3300045176|Ga0485377_00247|3-59707	2.20E-64	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045177_000068|3300045177|Ga0485379_00020|588568-649320	9.30E-17	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045178_000053|3300045178|Ga0485380_00338	1.80E-13	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045179_000055|3300045179|Ga0485381_00015|711590-771294	1.50E-12	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045180_000053|3300045180|Ga0485382_00016|3-59707	3.00E-12	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045181_000080|3300045181|Ga0485383_00021|3-59707	5.80E-11	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045182_000073|3300045182|Ga0485387_00016|552991-612695	4.00E-09	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045182_000081|3300045182|Ga0485387_00376|2400-57745	6.10E-38	428.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045183_000076|3300045183|Ga0485394_00228|46054-105758	1.20E-26	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045185_000110|3300045185|Ga0485396_00217|46054-106806	6.60E-08	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045186_000059|3300045186|Ga0485398_00204|46054-105647	2.00E-10	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045187_000103|3300045187|Ga0485856_00307|3-59707	7.70E-25	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045188_000036|3300045188|Ga0485860_00479	4.30E-15	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045189_000111|3300045189|Ga0485522_00336|46054-105758	4.20E-13	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045189_000133|3300045189|Ga0485522_00467|13953-69047	9.70E-36	428.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045190_000073|3300045190|Ga0485386_00011|711590-771294	7.40E-30	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045191_000056|3300045191|Ga0485843_00283|46049-105753	4.70E-29	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045192_000059|3300045192|Ga0485844_00288|46054-106725	2.10E-23	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045193_000130|3300045193|Ga0485521_00391|3-59707	3.80E-07	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045194_000078|3300045194|Ga0485389_00270|3-59707	6.60E-08	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045194_000099|3300045194|Ga0485389_00371|1-55952	3.80E-110	428.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045195_000083|3300045195|Ga0485407_00019|583390-642983	3.00E-14	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045196_000073|3300045196|Ga0485390_00062|263659-323363	1.10E-13	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045197_000077|3300045197|Ga0485399_00452|4077-59422	1.40E-08	428.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045197_000107|3300045197|Ga0485399_00014|711590-771294	3.50E-08	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045198_000079|3300045198|Ga0485402_00016|3-59707	5.50E-112	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045198_000091|3300045198|Ga0485402_00376|2360-57705	1.80E-72	428.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045199_000100|3300045199|Ga0485403_00287|3-59707	3.30E-28	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045201_000114|3300045201|Ga0485408_00277|3-59707	9.70E-83	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045202_000115|3300045202|Ga0485412_00011|720080-779784	2.70E-11	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045203_000059|3300045203|Ga0485410_00012|3-59707	4.60E-19	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045204_000066|3300045204|Ga0485411_00285|3-59707	2.30E-11	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045205_000079|3300045205|Ga0485414_00014|3-59707	5.90E-08	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045206_000065|3300045206|Ga0485415_00148|3-59707	1.10E-32	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045207_000090|3300045207|Ga0485416_00017|3-59707	2.90E-50	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045208_000062|3300045208|Ga0485417_00015|3-59707	7.50E-11	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045209_000075|3300045209|Ga0485418_00405|8245-64124	2.60E-23	428.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045209_000087|3300045209|Ga0485418_00013|3-59707	1.10E-34	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045210_000073|3300045210|Ga0485419_00013|719553-779257	8.40E-46	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045211_000045|3300045211|Ga0485420_00015|719553-779257	8.90E-10	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045211_000053|3300045211|Ga0485420_00292|14027-70278	6.50E-09	428.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045212_000050|3300045212|Ga0485421_00015|3-59707	3.30E-12	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045213_000104|3300045213|Ga0485422_00017|3-59707	7.80E-65	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045214_000112|3300045214|Ga0485423_00259|46045-105731	1.20E-21	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045215_000089|3300045215|Ga0485426_00433|2312-57657	1.10E-09	428.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045215_000111|3300045215|Ga0485426_00271|46054-105758	2.40E-06	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045216_000079|3300045216|Ga0485429_00119|165605-225309	4.30E-48	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045217_000094|3300045217|Ga0485430_00250|2-59706	7.50E-43	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045218_000077|3300045218|Ga0485432_00261|3-59707	2.30E-09	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045219_000055|3300045219|Ga0485433_00176|46328-106032	6.90E-17	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045220_000070|3300045220|Ga0485434_00462|14274-69368	5.90E-16	428.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045220_000101|3300045220|Ga0485434_00017|3-59707	1.20E-15	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045221_000104|3300045221|Ga0485435_00011|719553-779257	6.20E-11	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045222_000049|3300045222|Ga0485436_00023|3-59707	2.30E-07	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045223_000077|3300045223|Ga0485439_00012|3-59707	5.30E-10	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045224_000041|3300045224|Ga0485440_00013|711590-771294	1.70E-24	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045225_000042|3300045225|Ga0485441_00408	7.70E-24	512.6	Viruses	
IMGVR_UViG_3300045225_000073|3300045225|Ga0485441_00028|552991-612695	2.30E-08	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045226_000057|3300045226|Ga0485442_00240|3-59707	1.50E-06	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045227_000064|3300045227|Ga0485443_00013|3-59707	3.40E-06	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045228_000099|3300045228|Ga0485444_00355|2389-57734	2.10E-20	428.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045228_000128|3300045228|Ga0485444_00011|3-59707	2.30E-27	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045229_000076|3300045229|Ga0485445_00007|3-59707	1.80E-07	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045230_000070|3300045230|Ga0485446_00012|707121-766825	1.80E-07	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045231_000060|3300045231|Ga0485447_00355|3-59707	1.30E-89	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045232_000061|3300045232|Ga0485448_00015|3-59707	8.60E-13	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045232_000097|3300045232|Ga0485448_00483|14134-69228	9.80E-61	428.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045233_000120|3300045233|Ga0485450_00014|3-59707	5.30E-23	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045234_000049|3300045234|Ga0485452_00015|3-59707	1.40E-07	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045234_000111|3300045234|Ga0485452_00644|2266-57611	1.80E-06	428.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045235_000089|3300045235|Ga0485453_00014|3-59707	1.30E-29	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045236_000054|3300045236|Ga0485454_00012|3-59707	1.80E-28	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045237_000097|3300045237|Ga0485455_00014|3-59707	1.00E-09	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045238_000057|3300045238|Ga0485456_00012|3-59707	3.50E-09	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045238_000097|3300045238|Ga0485456_00377|13935-69029	3.80E-07	428.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045239_000083|3300045239|Ga0485457_00013|3-59707	1.00E-13	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045245_000070|3300045245|Ga0485867_00048|164140-223733	3.60E-10	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045246_000068|3300045246|Ga0485868_00088|165601-225305	1.20E-11	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045247_000065|3300045247|Ga0485869_00202|3-59707	1.10E-27	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045248_000060|3300045248|Ga0485871_00208|3-59707	1.30E-57	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045249_000070|3300045249|Ga0485872_00014|556462-616166	2.00E-34	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045250_000090|3300045250|Ga0485874_00017|3-59707	3.70E-13	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045250_000103|3300045250|Ga0485874_00385|9234-64328	1.90E-12	428.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045252_000090|3300045252|Ga0485876_00206|46328-106032	1.40E-75	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045254_000086|3300045254|Ga0485878_00242|45980-105573	1.10E-52	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045254_000089|3300045254|Ga0485878_00376|9201-64972	2.90E-20	428.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045255_000106|3300045255|Ga0485413_00017|552991-612695	4.10E-14	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045259_000104|3300045259|Ga0485458_00093|165578-225282	7.60E-13	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045275_000328|3300045275|Ga0438306_0000004|99430-183325	2.50E-36	745.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045277_000075|3300045277|Ga0485437_00015|711590-771294	8.50E-14	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045278_000099|3300045278|Ga0485451_00313|46054-105758	1.70E-11	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045279_000093|3300045279|Ga0485400_00017|711590-771294	2.60E-10	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045280_000080|3300045280|Ga0485870_00198|46054-105758	6.30E-07	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045298_000094|3300045298|Ga0485427_00279|46054-105758	4.80E-15	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045299_000075|3300045299|Ga0485438_00388|2350-57695	1.60E-07	428.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045299_000104|3300045299|Ga0485438_00014|719553-779257	7.60E-06	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045411_000451|3300045411|Ga0438317_0000645	1.50E-24	288.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Winoviridae	
IMGVR_UViG_3300045519_000084|3300045519|Ga0485879_00195|32270-91863	9.10E-109	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045520_000097|3300045520|Ga0485880_00119|3-59707	2.60E-28	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045521_000075|3300045521|Ga0485882_00020|556060-615764	8.30E-35	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045522_000056|3300045522|Ga0485883_00014|707121-766825	2.50E-60	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045576_000071|3300045576|Ga0485885_00276|46054-105758	4.50E-43	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045601_000069|3300045601|Ga0485886_00316|46054-105758	1.70E-38	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045602_000075|3300045602|Ga0485887_00298|46043-105747	7.60E-20	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045604_000075|3300045604|Ga0485888_00282|3-59707	2.50E-11	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045605_000031|3300045605|Ga0485889_00552	1.20E-09	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045606_000078|3300045606|Ga0485890_00059|5669-55674	2.20E-08	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045607_000041|3300045607|Ga0485892_00115|165605-225686	4.50E-34	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045685_000098|3300045685|Ga0485891_00252|46054-105758	4.50E-15	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045686_000029|3300045686|Ga0485894_00510	4.30E-06	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045687_000069|3300045687|Ga0485895_00270|4934-64527	1.80E-06	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045688_000091|3300045688|Ga0485897_00254|46054-105758	1.20E-24	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045689_000072|3300045689|Ga0485898_00267|46054-105758	8.20E-07	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045690_000060|3300045690|Ga0485899_00330|8696-63790	3.60E-25	428.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045690_000083|3300045690|Ga0485899_00232|46052-105756	8.20E-27	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045692_000050|3300045692|Ga0485902_00377	3.90E-18	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045693_000055|3300045693|Ga0485904_00218|46328-106032	1.10E-30	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045694_000065|3300045694|Ga0485905_00015|3-59707	2.20E-19	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045695_000057|3300045695|Ga0485906_00011|3-59707	2.30E-19	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045731_000058|3300045731|Ga0485900_00010|3-59706	3.90E-18	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045733_000129|3300045733|Ga0485837_0000248	2.10E-15	268.9	Viruses	
IMGVR_UViG_3300045740_000177|3300045740|Ga0484976_0000039	3.90E-14	300.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045788_000056|3300045788|Ga0485931_00355|18935-78633	1.40E-06	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045789_000547|3300045789|Ga0491190_0001152	1.90E-27	618.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045789_000721|3300045789|Ga0491190_0000728	2.90E-79	505.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045790_001913|3300045790|Ga0491192_0000397	2.00E-56	550.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045808_000071|3300045808|Ga0485907_00012|719553-779257	1.40E-45	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045809_000051|3300045809|Ga0485909_00011|711688-771392	7.60E-39	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045809_000082|3300045809|Ga0485909_00335|2452-57797	1.70E-22	428.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045810_000067|3300045810|Ga0485911_00208|46054-105758	9.80E-14	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045811_000084|3300045811|Ga0485916_00230|3-59707	1.80E-12	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045812_000067|3300045812|Ga0485917_00265|2-50561	1.40E-08	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045813_000065|3300045813|Ga0485918_00015|3-59707	8.60E-80	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045815_000059|3300045815|Ga0485908_00255|46054-105737	4.40E-57	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045816_000076|3300045816|Ga0485913_00254|3-59707	4.10E-46	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045817_000055|3300045817|Ga0485914_00092|165605-226357	1.40E-39	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045818_000101|3300045818|Ga0485915_00124|165601-225305	6.60E-23	333.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300045818_000110|3300045818|Ga0485915_00391|2342-57687	1.50E-14	428.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
