Table S2. Metadata of 1839 filtered phage genomes.							
UViGs	Viral OTUs	Virulence genes	Isolation Source	Country	Bit Score	E-value	Identities
IMGVR_UViG_3300037427_001387	vOTU_05605278	iacP	Environmental;Aquatic;Marine;Coastal	North America	49.2914	5.99944e-06	34.32835821
IMGVR_UViG_3300032047_000461	vOTU_05605278	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	49.2914	5.99944e-06	34.32835821
IMGVR_UViG_3300032011_001783	vOTU_05739601	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	48.521	9.29089e-06	31.94444444
IMGVR_UViG_3300032088_001843	vOTU_00027119	misL	Environmental;Aquatic;Marine;Intertidal zone	North America	60.8474	4.57886e-06	71.79487179
IMGVR_UViG_3300021087_000159	vOTU_03843807	iacP	Environmental;Aquatic;Marine;Intertidal zone	North America	48.521	9.29089e-06	31.94444444
IMGVR_UViG_3300012936_006713	vOTU_02700371	mgtC	Environmental;Aquatic;Marine;Oceanic	South America	100.908	1.37381e-22	44.09448819
IMGVR_UViG_3300012954_000456	vOTU_00259914	iacP	Environmental;Aquatic;Marine;Oceanic	South America	48.9062	8.32447e-06	40.32258065
IMGVR_UViG_3300022748_000503	vOTU_04102248	fliC	Environmental;Aquatic;Freshwater;Creek	North America	150.984	1.63915e-35	48.80952381
IMGVR_UViG_3300047547_000218	vOTU_08260717	iacP	Environmental;Aquatic;Freshwater;River	North America	51.6026	8.08776e-07	31.94444444
IMGVR_UViG_3300032318_002176	vOTU_06019840	iacP	Environmental;Aquatic;Freshwater;Lake	North America	51.2174	1.16752e-06	31.57894737
IMGVR_UViG_3300037189_019469	vOTU_06019840	iacP	Environmental;Aquatic;Freshwater;Lake	North America	51.2174	1.16752e-06	31.57894737
IMGVR_UViG_3300032236_000485	vOTU_05876053	iacP	Environmental;Aquatic;Freshwater;Lake	North America	48.9062	8.58121e-06	32.3943662
IMGVR_UViG_3300034198_032743	vOTU_06383581	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	133.265	1.01412e-34	40.54054054
IMGVR_UViG_3300034198_023625	vOTU_05940697	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	95.1301	4.0936e-21	42.10526316
IMGVR_UViG_3300038602_000018	vOTU_00246529	fimA	Environmental;Aquatic;Freshwater;Unclassified	North America	80.8777	5.59541e-16	33.15217391
IMGVR_UViG_3300033571_014707	vOTU_06039494	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	97.8265	3.52432e-22	44.24778761
IMGVR_UViG_3300033571_023478	vOTU_05957519	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	97.0561	9.60654e-22	43.24324324
IMGVR_UViG_3300033571_016018	vOTU_06233905	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	97.8265	5.34399e-22	35.21126761
IMGVR_UViG_3300014203_002962	vOTU_02847763	mgtB	Environmental;Aquatic;Deep subsurface;Groundwater	North America	870.537	0	47.12389381
IMGVR_UViG_3300025311_000320	vOTU_04469049	spvA/B	Environmental;Aquatic;Deep subsurface;Groundwater	North America	299.286	7.68184e-90	49.25373134
IMGVR_UViG_3300009514_001421	vOTU_08616667	iacP	Environmental;Aquatic;Unclassified;Unclassified	North America	50.0618	2.8934e-06	29.33333333
IMGVR_UViG_3300023179_009250	vOTU_04173656	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	119.013	1.83664e-29	44.07894737
IMGVR_UViG_3300023179_008058	vOTU_04175589	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	110.538	4.40718e-27	44.88188976
IMGVR_UViG_3300005326_000309	vOTU_01153862	iacP	Environmental;Aquatic;Deep subsurface;Groundwater	North America	52.373	3.8113e-07	38.88888889
IMGVR_UViG_3300046820_003339	vOTU_08158155	mgtC	Environmental;Aquatic;Freshwater;River	North America	117.857	4.27229e-29	46.47887324
IMGVR_UViG_3300037882_001105	vOTU_07006988	iacP	Environmental;Aquatic;Freshwater;Creek	North America	55.4546	2.48113e-08	34.24657534
IMGVR_UViG_3300007516_002033	vOTU_01687354	iacP	Environmental;Aquatic;Freshwater;Ice	Antarctic Ocean	48.9062	7.35835e-06	38.15789474
IMGVR_UViG_3300027976_001381	vOTU_01687354	iacP	Environmental;Aquatic;Freshwater;Ice	Antarctic Ocean	48.9062	7.19347e-06	38.15789474
IMGVR_UViG_3300007722_001804	vOTU_01687354	iacP	Environmental;Aquatic;Freshwater;Ice	Antarctic Ocean	48.9062	7.35835e-06	38.15789474
IMGVR_UViG_3300032462_001379	vOTU_01687354	iacP	Environmental;Aquatic;Freshwater;Ice	Antarctic Ocean	48.9062	7.19347e-06	38.15789474
IMGVR_UViG_3300007523_001314	vOTU_01687354	iacP	Environmental;Aquatic;Freshwater;Ice	Antarctic Ocean	48.9062	7.35835e-06	38.15789474
IMGVR_UViG_3300015360_003316	vOTU_08607228	mgtC	Environmental;Aquatic;Freshwater;Lake	Antarctic Ocean	107.842	5.89745e-26	38.81578947
IMGVR_UViG_3300029821_000106	vOTU_05161774	sseI	Environmental;Aquatic;Freshwater;Groundwater	Asia	60.077	3.33679e-06	22.59036145
IMGVR_UViG_3300016675_000586	vOTU_02996872	fliC	Environmental;Aquatic;Freshwater;Unclassified	Asia	147.132	3.8241e-37	48.5380117
IMGVR_UViG_3300031519_009481	vOTU_05458017	misL	Environmental;Aquatic;Marine;Coastal	North America	75.0998	3.38403e-11	45.58823529
IMGVR_UViG_3300035698_026036	vOTU_06582322	araB	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline	Antarctic Ocean	358.221	5.55715e-117	55.18394649
IMGVR_UViG_3300017917_001671	vOTU_03247364	iacP	Environmental;Aquatic;Freshwater;Lake	North America	50.0618	2.68146e-06	33.76623377
IMGVR_UViG_3300032217_001318	vOTU_05843709	misL	Environmental;Aquatic;Freshwater;Lake	North America	64.6994	4.37878e-07	65.51724138
IMGVR_UViG_3300032282_005473	vOTU_05940697	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	95.1301	4.0936e-21	42.10526316
IMGVR_UViG_3300035158_001236	vOTU_06459236	spvA/B	Environmental;Aquatic;Non-marine Saline and Alkaline;Hypersaline	Oceania	212.616	2.13159e-56	33.84615385
IMGVR_UViG_3300021070_000146	vOTU_03837274	sitC	Environmental;Aquatic;Freshwater;Lake	North America	118.627	5.55119e-28	31.85185185
IMGVR_UViG_3300021079_000711	vOTU_03837274	sitC	Environmental;Aquatic;Freshwater;Lake	North America	118.627	5.55119e-28	31.85185185
IMGVR_UViG_3300012760_000629	vOTU_00394707	mgtB	Environmental;Aquatic;Freshwater;Lake	North America	214.542	5.75e-55	28.28282828
IMGVR_UViG_3300027749_004702	vOTU_02040328	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	97.4413	7.04992e-22	35.21126761
IMGVR_UViG_3300027749_003707	vOTU_04719662	misL	Environmental;Aquatic;Freshwater;Lake	North America	68.5514	2.39408e-08	72.72727273
IMGVR_UViG_3300010157_003642	vOTU_02040328	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	97.0561	8.40227e-22	35.21126761
IMGVR_UViG_3300028392_000072	vOTU_02040328	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	97.4413	7.04992e-22	35.21126761
IMGVR_UViG_3300031758_009234	vOTU_01850262	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	94.3597	7.87794e-21	42.85714286
IMGVR_UViG_3300032050_012562	vOTU_01839924	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	94.3597	7.87794e-21	42.85714286
IMGVR_UViG_3300032092_004654	vOTU_05796696	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	103.605	3.32075e-24	41.46341463
IMGVR_UViG_3300008120_009089	vOTU_01839924	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	94.3597	8.08846e-21	42.85714286
IMGVR_UViG_3300008117_006871	vOTU_01850262	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	94.3597	8.08846e-21	42.85714286
IMGVR_UViG_3300021575_000183	vOTU_01850262	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	94.3597	7.87794e-21	42.85714286
IMGVR_UViG_3300008116_007128	vOTU_01839924	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	94.3597	8.08846e-21	42.85714286
IMGVR_UViG_3300008114_000003	vOTU_01839924	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	94.3597	8.08846e-21	42.85714286
IMGVR_UViG_3300008119_001372	vOTU_01850779	fliC	Environmental;Aquatic;Freshwater;Lake	North America	98.2117	7.07055e-18	55.17241379
IMGVR_UViG_3300042691_052904	vOTU_07387541	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	94.3597	8.99667e-21	40.16393443
IMGVR_UViG_3300042691_041718	vOTU_01837721	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	94.3597	7.87794e-21	42.85714286
IMGVR_UViG_3300020205_004082	vOTU_03640639	mgtC	Environmental;Aquatic;Freshwater;Lake	Europe	97.8265	4.27236e-22	36.69064748
IMGVR_UViG_3300020159_004105	vOTU_03577469	mgtC	Environmental;Aquatic;Freshwater;Lake	Europe	102.449	6.50419e-24	38.29787234
IMGVR_UViG_3300020159_002412	vOTU_03580889	mgtC	Environmental;Aquatic;Freshwater;Lake	Europe	99.7525	7.02786e-23	44.24778761
IMGVR_UViG_3300020162_001315	vOTU_03587632	iacP	Environmental;Aquatic;Freshwater;Lake	Europe	48.9062	9.37319e-06	26.92307692
IMGVR_UViG_3300014050_000274	vOTU_02833353	misL	Environmental;Aquatic;Freshwater;Lake	North America	62.3882	4.95766e-06	61.2244898
IMGVR_UViG_3300046000_007362	vOTU_00998383	iacP	Environmental;Aquatic;Freshwater;Lake	North America	50.447	2.18825e-06	26.92307692
IMGVR_UViG_3300046010_015649	vOTU_08032351	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	95.1301	5.53399e-21	41.59292035
IMGVR_UViG_3300042567_001167	vOTU_07249309	iacP	Environmental;Aquatic;Freshwater;Lake	North America	50.447	2.18825e-06	26.92307692
IMGVR_UViG_3300034082_003116	vOTU_06314043	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	96.6709	1.35011e-21	34.50704225
IMGVR_UViG_3300034168_001723	vOTU_06375649	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	96.6709	1.35011e-21	34.50704225
IMGVR_UViG_3300034093_005741	vOTU_06319118	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	96.6709	1.35011e-21	34.50704225
IMGVR_UViG_3300035666_000200	vOTU_06543317	spvA/B	Environmental;Aquatic;Freshwater;Lake	North America	94.3597	4.0141e-18	32.73542601
IMGVR_UViG_3300042562_002309	vOTU_07369536	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	95.1301	4.9267e-21	37.90322581
IMGVR_UViG_3300042319_003474	vOTU_06375649	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	96.6709	1.35011e-21	34.50704225
IMGVR_UViG_3300042289_001536	vOTU_06942867	spvA/B	Environmental;Aquatic;Freshwater;Lake	North America	69.707	1.43267e-08	24.29577465
IMGVR_UViG_3300034071_002963	vOTU_06303546	misL	Environmental;Aquatic;Freshwater;Lake	North America	68.1662	1.45888e-08	54.83870968
IMGVR_UViG_3300042563_004339	vOTU_07371523	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	97.4413	6.20377e-22	35.21126761
IMGVR_UViG_3300042863_001402	vOTU_07249710	iacP	Environmental;Aquatic;Freshwater;Lake	North America	48.9062	9.37319e-06	26.92307692
IMGVR_UViG_3300002835_001467	vOTU_00998383	iacP	Environmental;Aquatic;Freshwater;Lake	North America	50.447	2.23849e-06	26.92307692
IMGVR_UViG_3300020527_000550	vOTU_03789056	iacP	Environmental;Aquatic;Freshwater;Lake	North America	50.447	2.18825e-06	26.92307692
IMGVR_UViG_3300002408_002908	vOTU_00952107	iacP	Environmental;Aquatic;Freshwater;Lentic	North America	50.447	2.23849e-06	26.92307692
IMGVR_UViG_3300042446_002798	vOTU_07146497	iacP	Environmental;Aquatic;Freshwater;Lake	North America	48.9062	9.37319e-06	26.92307692
IMGVR_UViG_3300042888_001216	vOTU_00998383	iacP	Environmental;Aquatic;Freshwater;Lake	North America	50.447	2.18825e-06	26.92307692
IMGVR_UViG_3300044547_001599	vOTU_03789056	iacP	Environmental;Aquatic;Freshwater;Lake	North America	50.447	2.18825e-06	26.92307692
IMGVR_UViG_3300044731_001524	vOTU_07245069	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	99.3673	1.04347e-22	44.24778761
IMGVR_UViG_3300044638_004606	vOTU_00998383	iacP	Environmental;Aquatic;Freshwater;Lake	North America	50.447	2.18825e-06	26.92307692
IMGVR_UViG_3300042898_004647	vOTU_07462336	iacP	Environmental;Aquatic;Freshwater;Lake	North America	49.6766	3.96515e-06	27.5
IMGVR_UViG_3300043803_002470	vOTU_07604221	spvA/B	Environmental;Aquatic;Freshwater;Lake	North America	69.707	1.44135e-08	24.29577465
IMGVR_UViG_3300042870_001869	vOTU_03789056	iacP	Environmental;Aquatic;Freshwater;Lake	North America	50.447	2.18825e-06	26.92307692
IMGVR_UViG_3300042890_003940	vOTU_02544569	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	98.2117	3.56428e-22	36.69064748
IMGVR_UViG_3300042391_000862	vOTU_07249423	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	99.7525	7.02786e-23	44.24778761
IMGVR_UViG_3300042342_002143	vOTU_07215216	misL	Environmental;Aquatic;Freshwater;Lake	North America	70.8626	2.13513e-09	50
IMGVR_UViG_3300042334_002769	vOTU_06375649	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	96.6709	1.35011e-21	34.50704225
IMGVR_UViG_3300044675_006456	vOTU_00952107	iacP	Environmental;Aquatic;Freshwater;Lake	North America	50.447	2.18825e-06	26.92307692
IMGVR_UViG_3300042894_004938	vOTU_07462336	iacP	Environmental;Aquatic;Freshwater;Lake	North America	49.6766	3.96515e-06	27.5
IMGVR_UViG_3300042894_007174	vOTU_06366569	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	98.2117	3.56428e-22	36.69064748
IMGVR_UViG_3300045131_001361	vOTU_07859541	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	113.235	2.1112e-28	46.66666667
IMGVR_UViG_3300022173_000104	vOTU_04028848	iacP	Environmental;Aquatic;Freshwater;Lake	North America	49.6766	4.47688e-06	36.61971831
IMGVR_UViG_3300004797_000646	vOTU_00284125	fliC	Environmental;Aquatic;Freshwater;Lake	North America	148.673	2.29105e-34	46.38554217
IMGVR_UViG_3300004767_000233	vOTU_00284125	fliC	Environmental;Aquatic;Freshwater;Lake	North America	150.984	3.63289e-35	47.30538922
IMGVR_UViG_3300027756_002329	vOTU_00284125	fliC	Environmental;Aquatic;Freshwater;Lake	North America	150.984	3.63179e-35	47.30538922
IMGVR_UViG_3300005662_004051	vOTU_01247530	iacP	Environmental;Aquatic;Freshwater;Lake	North America	49.2914	5.13613e-06	32.87671233
IMGVR_UViG_3300012754_000327	vOTU_00393902	fliC	Environmental;Aquatic;Freshwater;Lake	North America	97.4413	1.34918e-17	52.87356322
IMGVR_UViG_3300012774_000375	vOTU_00394105	fliC	Environmental;Aquatic;Freshwater;Lake	North America	159.458	5.14248e-38	46.23655914
IMGVR_UViG_3300012758_000348	vOTU_00394105	fliC	Environmental;Aquatic;Freshwater;Lake	North America	159.073	6.87422e-38	38.76811594
IMGVR_UViG_3300012770_000626	vOTU_00395337	fliC	Environmental;Aquatic;Freshwater;Lake	North America	150.984	1.56297e-35	50
IMGVR_UViG_3300012777_000588	vOTU_00395337	fliC	Environmental;Aquatic;Freshwater;Lake	North America	153.295	3.13376e-36	50.5952381
IMGVR_UViG_3300009183_006168	vOTU_02063767	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	96.6709	1.52543e-21	35.21126761
IMGVR_UViG_3300009183_008896	vOTU_08577282	sseI	Environmental;Aquatic;Freshwater;Lake	North America	67.0106	2.78327e-08	26.35658915
IMGVR_UViG_3300027759_005634	vOTU_02063767	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	96.6709	1.48591e-21	35.21126761
IMGVR_UViG_3300027759_006493	vOTU_08577282	sseI	Environmental;Aquatic;Freshwater;Lake	North America	67.0106	2.77908e-08	26.35658915
IMGVR_UViG_3300009158_003987	vOTU_02063767	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	96.6709	1.52543e-21	35.21126761
IMGVR_UViG_3300027733_002778	vOTU_02063767	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	96.6709	1.45346e-21	35.21126761
IMGVR_UViG_3300009159_009012	vOTU_08577282	sseI	Environmental;Aquatic;Freshwater;Lake	North America	67.0106	2.73428e-08	27.34375
IMGVR_UViG_3300020048_000624	vOTU_03521942	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	113.235	2.1112e-28	46.66666667
IMGVR_UViG_3300020048_000037	vOTU_03521660	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	111.309	1.26145e-27	46.45669291
IMGVR_UViG_3300020048_000016	vOTU_03521167	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	93.5893	1.7102e-20	40.17094017
IMGVR_UViG_3300045417_000367	vOTU_07659684	mgtB	Environmental;Aquatic;Freshwater;Lake	Asia	240.736	4.81901e-63	25.67567568
IMGVR_UViG_3300043827_000395	vOTU_07605974	mgtB	Environmental;Aquatic;Freshwater;Lake	Asia	240.736	4.81901e-63	25.67567568
IMGVR_UViG_3300044293_000485	vOTU_07659684	mgtB	Environmental;Aquatic;Freshwater;Lake	Asia	240.736	4.81901e-63	25.67567568
IMGVR_UViG_3300045431_000390	vOTU_07659684	mgtB	Environmental;Aquatic;Freshwater;Lake	Asia	240.736	4.81901e-63	25.67567568
IMGVR_UViG_3300032731_000255	vOTU_06083996	iacP	Environmental;Aquatic;Freshwater;Lake	North America	51.9878	1.08097e-06	33.78378378
IMGVR_UViG_3300033473_000255	vOTU_06083996	iacP	Environmental;Aquatic;Freshwater;Lake	North America	51.9878	1.08097e-06	33.78378378
IMGVR_UViG_3300032288_006144	vOTU_05957519	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	97.0561	9.60654e-22	43.24324324
IMGVR_UViG_3300032288_004964	vOTU_05959213	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	97.8265	5.34399e-22	35.21126761
IMGVR_UViG_3300032326_001736	vOTU_06039494	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	97.8265	3.52432e-22	44.24778761
IMGVR_UViG_3300010885_074427	vOTU_02544569	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	98.2117	3.65981e-22	36.69064748
IMGVR_UViG_3300010885_091186	vOTU_08577282	sseI	Environmental;Aquatic;Freshwater;Lake	North America	67.0106	2.78327e-08	26.35658915
IMGVR_UViG_3300012713_000116	vOTU_00391504	fliC	Environmental;Aquatic;Freshwater;Lake	North America	148.288	1.33611e-34	48.80952381
IMGVR_UViG_3300013309_000076	vOTU_00404476	fliC	Environmental;Aquatic;Freshwater;Lake	North America	148.673	1.0273e-34	48.80952381
IMGVR_UViG_3300016693_000116	vOTU_00404476	fliC	Environmental;Aquatic;Freshwater;Lake	North America	150.214	3.14582e-35	48.80952381
IMGVR_UViG_3300012732_000168	vOTU_00391504	fliC	Environmental;Aquatic;Freshwater;Lake	North America	147.902	1.83404e-34	48.80952381
IMGVR_UViG_3300021091_002412	vOTU_03847003	iacP	Environmental;Aquatic;Freshwater;Lake	Africa	53.5286	2.08212e-07	32
IMGVR_UViG_3300021133_000934	vOTU_03853090	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	97.0561	9.25291e-22	35.71428571
IMGVR_UViG_3300020731_000918	vOTU_03857977	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	94.7449	7.03375e-21	41.22807018
IMGVR_UViG_3300021142_002273	vOTU_00761375	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	94.7449	7.03375e-21	41.22807018
IMGVR_UViG_3300000439_002906	vOTU_00761375	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	94.7449	7.21994e-21	41.22807018
IMGVR_UViG_3300000553_004124	vOTU_00767357	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	97.0561	9.50013e-22	35.71428571
IMGVR_UViG_3300021378_001697	vOTU_03907515	iacP	Environmental;Aquatic;Marine;Coastal	North America	50.0618	2.32719e-06	34.32835821
IMGVR_UViG_3300021375_000283	vOTU_03722285	iacP	Environmental;Aquatic;Marine;Coastal	North America	50.0618	2.32719e-06	34.32835821
IMGVR_UViG_3300021425_003597	vOTU_03217187	iacP	Environmental;Aquatic;Marine;Coastal	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300021364_000049	vOTU_03217187	iacP	Environmental;Aquatic;Marine;Coastal	North America	51.2174	1.06298e-06	35.21126761
IMGVR_UViG_3300007338_000120	vOTU_00303660	fliC	Environmental;Aquatic;Marine;Oceanic	North America	154.836	1.15504e-39	43.97905759
IMGVR_UViG_3300006391_000125	vOTU_00303660	fliC	Environmental;Aquatic;Marine;Oceanic	North America	154.836	1.2471e-39	43.97905759
IMGVR_UViG_3300011325_000077	vOTU_00374398	iacP	Environmental;Aquatic;Marine;Oceanic	North America	50.8322	1.4692e-06	36.76470588
IMGVR_UViG_3300007325_000021	vOTU_00319374	fliC	Environmental;Aquatic;Marine;Oceanic	North America	192.2	4.12847e-49	61.81818182
IMGVR_UViG_3300028045_002237	vOTU_04845328	mgtC	Environmental;Aquatic;Marine;Inlet	North America	112.849	5.14798e-27	49.62962963
IMGVR_UViG_3300023109_000304	vOTU_01325195	iacP	Environmental;Aquatic;Marine;Inlet	North America	51.2174	9.74401e-07	34.72222222
IMGVR_UViG_3300024259_002152	vOTU_04133285	iacP	Environmental;Aquatic;Marine;Inlet	North America	56.225	1.39494e-08	39.24050633
IMGVR_UViG_3300024062_000790	vOTU_04250857	misL	Environmental;Aquatic;Marine;Strait	North America	77.0258	1.31745e-10	71.42857143
IMGVR_UViG_3300024059_000033	vOTU_04249690	misL	Environmental;Aquatic;Marine;Strait	North America	74.7146	5.74198e-10	71.42857143
IMGVR_UViG_3300038724_000006	vOTU_07066956	fliC	Environmental;Aquatic;Marine;Unclassified	North America	186.037	5.19029e-47	59.39393939
IMGVR_UViG_3300028194_000943	vOTU_04856277	misL	Environmental;Aquatic;Marine;Oceanic	North America	70.8626	5.77663e-11	61.53846154
IMGVR_UViG_3300031701_000171	vOTU_05558478	iacP	Environmental;Aquatic;Marine;Oceanic	North America	49.2914	5.53639e-06	37.28813559
IMGVR_UViG_3300031701_000039	vOTU_04761407	iacP	Environmental;Aquatic;Marine;Oceanic	North America	49.2914	4.32826e-06	31.88405797
IMGVR_UViG_3300031606_000096	vOTU_02159394	iacP	Environmental;Aquatic;Marine;Oceanic	North America	49.2914	4.32826e-06	31.88405797
IMGVR_UViG_3300017746_005595	vOTU_03105824	mgtC	Environmental;Aquatic;Marine;Strait	North America	98.5969	1.07429e-21	43.30708661
IMGVR_UViG_3300017746_005466	vOTU_03104950	mgtC	Environmental;Aquatic;Marine;Strait	North America	99.3673	4.98033e-22	42.14876033
IMGVR_UViG_3300017748_005125	vOTU_03096488	mgtC	Environmental;Aquatic;Marine;Strait	North America	103.219	1.72617e-23	42.96875
IMGVR_UViG_3300017776_005763	vOTU_03105824	mgtC	Environmental;Aquatic;Marine;Strait	North America	98.5969	1.07429e-21	43.30708661
IMGVR_UViG_3300017779_006577	vOTU_03105824	mgtC	Environmental;Aquatic;Marine;Strait	North America	98.5969	1.07429e-21	43.30708661
IMGVR_UViG_3300017779_005826	vOTU_03104950	mgtC	Environmental;Aquatic;Marine;Strait	North America	99.3673	4.98033e-22	42.14876033
IMGVR_UViG_3300017725_003171	vOTU_03064430	mgtC	Environmental;Aquatic;Marine;Strait	North America	103.219	1.72617e-23	42.96875
IMGVR_UViG_3300017750_004053	vOTU_03105824	mgtC	Environmental;Aquatic;Marine;Strait	North America	98.5969	1.07429e-21	43.30708661
IMGVR_UViG_3300017750_004193	vOTU_03104950	mgtC	Environmental;Aquatic;Marine;Strait	North America	99.3673	4.98033e-22	42.14876033
IMGVR_UViG_3300017753_003313	vOTU_03105824	mgtC	Environmental;Aquatic;Marine;Strait	North America	98.5969	1.07429e-21	43.30708661
IMGVR_UViG_3300017753_003847	vOTU_03096488	mgtC	Environmental;Aquatic;Marine;Strait	North America	99.3673	4.98033e-22	42.14876033
IMGVR_UViG_3300017760_003428	vOTU_03104950	mgtC	Environmental;Aquatic;Marine;Strait	North America	99.3673	4.98033e-22	42.14876033
IMGVR_UViG_3300017763_005931	vOTU_03073121	mgtC	Environmental;Aquatic;Marine;Strait	North America	99.3673	4.98033e-22	42.14876033
IMGVR_UViG_3300017714_004350	vOTU_03041307	mgtC	Environmental;Aquatic;Marine;Strait	North America	99.3673	4.98033e-22	42.14876033
IMGVR_UViG_3300017759_003764	vOTU_03081919	mgtC	Environmental;Aquatic;Marine;Strait	North America	98.2117	1.13914e-21	34.93975904
IMGVR_UViG_3300017732_002833	vOTU_03081919	mgtC	Environmental;Aquatic;Marine;Strait	North America	98.2117	1.13914e-21	34.93975904
IMGVR_UViG_3300017730_003745	vOTU_03076884	mgtC	Environmental;Aquatic;Marine;Strait	North America	103.99	9.24264e-24	45.66929134
IMGVR_UViG_3300017730_003861	vOTU_03105824	mgtC	Environmental;Aquatic;Marine;Strait	North America	98.5969	1.13245e-21	43.30708661
IMGVR_UViG_3300017728_004155	vOTU_03073121	mgtC	Environmental;Aquatic;Marine;Strait	North America	99.3673	4.98033e-22	42.14876033
IMGVR_UViG_3300017741_003350	vOTU_03096488	mgtC	Environmental;Aquatic;Marine;Strait	North America	103.219	1.72617e-23	42.96875
IMGVR_UViG_3300017745_002542	vOTU_03104950	mgtC	Environmental;Aquatic;Marine;Strait	North America	103.219	1.72617e-23	42.96875
IMGVR_UViG_3300017720_003080	vOTU_03041307	mgtC	Environmental;Aquatic;Marine;Strait	North America	99.3673	4.98033e-22	42.14876033
IMGVR_UViG_3300017764_004486	vOTU_03096488	mgtC	Environmental;Aquatic;Marine;Strait	North America	99.3673	4.98033e-22	42.14876033
IMGVR_UViG_3300017764_004796	vOTU_03105824	mgtC	Environmental;Aquatic;Marine;Strait	North America	98.5969	1.07429e-21	43.30708661
IMGVR_UViG_3300046167_000977	vOTU_08064905	spvA/B	Environmental;Aquatic;Marine;Coastal	North America	61.2326	5.86575e-06	24.68619247
IMGVR_UViG_3300047354_001583	vOTU_08064905	spvA/B	Environmental;Aquatic;Marine;Coastal	North America	61.2326	6.44304e-06	24.68619247
IMGVR_UViG_3300046743_000442	vOTU_08064905	spvA/B	Environmental;Aquatic;Marine;Coastal	North America	61.2326	5.86575e-06	24.68619247
IMGVR_UViG_3300046387_001282	vOTU_08067203	fliC	Environmental;Aquatic;Marine;Coastal	North America	161.77	4.29012e-39	51.47928994
IMGVR_UViG_3300046371_000755	vOTU_08064905	spvA/B	Environmental;Aquatic;Marine;Coastal	North America	61.2326	5.67997e-06	24.68619247
IMGVR_UViG_3300046425_000788	vOTU_08064905	spvA/B	Environmental;Aquatic;Marine;Coastal	North America	60.8474	7.40868e-06	24.68619247
IMGVR_UViG_3300046744_000540	vOTU_08064905	spvA/B	Environmental;Aquatic;Marine;Coastal	North America	60.8474	7.40868e-06	24.68619247
IMGVR_UViG_3300046734_001203	vOTU_08064905	spvA/B	Environmental;Aquatic;Marine;Coastal	North America	60.8474	7.40868e-06	24.68619247
IMGVR_UViG_3300047352_000786	vOTU_08064905	spvA/B	Environmental;Aquatic;Marine;Coastal	North America	60.4622	7.86095e-06	24.68619247
